文本类别,文本内容
军事,美国福布斯网站2月13日发表文章分析了俄罗斯叙利亚联合空中巡逻对叙利亚上空的外国军机可能意味着什么俄罗斯和叙利亚空军联合空中巡逻的视频截图1月下旬俄罗斯国防部宣布俄罗斯和叙利亚战机已在戈兰高地和幼发拉底河沿岸进行联合巡逻参加巡逻的战机包括俄罗斯的苏34苏35战斗机和A50预警机以及叙利亚的米格23和米格29战斗机这对经常在叙利亚领空开展行动的外国空军可能意味着什么俄罗斯在试图展示或实现些什么出于各种原因外国空军仍在叙利亚领空作战而叙利亚空军自身也无法阻止他们除俄罗斯外经常在叙利亚领空活动的三支主要外国空军是以色列土耳其和美国这三个国家过去都击落过叙利亚空军的战斗机土耳其甚至在2015年11月24日击落了一架俄罗斯的苏24攻击机引发了土耳其与莫斯科长达数月的外交危机将叙利亚空军纳入联合巡逻很可能是莫斯科帮助大马士革收回主权空域控制权的方式以色列空军的F35I战斗机据报道在1月24日的联合巡逻之后以色列与俄罗斯举行了会谈以色列显然对位于戈兰高地边境沿线的巡逻路线感到担忧尤其是因为俄罗斯国防部声称此类巡逻将成为经常性的事件以色列还担心俄罗斯领导的巡逻队可能会限制以色列在叙利亚进行空袭的能力俄罗斯选择沿戈兰高地巡逻的另一个原因可能是为了表达对以色列去年12月对叙利亚西部港口拉塔基亚的两次空袭的不满并警告以色列不要在该国特定地区发动袭击俄罗斯自2015年以来一直在拉塔基亚保持着军事存在而以色列对叙利亚境内与伊朗有关的目标进行了大约持续十年的空袭基本上避免了轰炸拉塔基亚市从2015年俄罗斯干预叙利亚的那一刻起以色列就急于与莫斯科建立沟通机制以避免两国空军之间发生冲突在随后的七年里随着以色列继续在叙利亚全国各地进行了数百次空袭俄罗斯在很大程度上采取了不闻不问的态度文章指出除了口头谴责以色列和与叙利亚空军进行象征性的巡逻外俄罗斯是否打算采取其他行动来限制以色列空军在叙利亚的行动自由或者在何种情况下可能与以色列发生冲突还有待观察土耳其空军的F16战斗机在叙利亚冲突早期土耳其的F16战斗机在2014年击落了一架叙利亚空军的米格232015年俄罗斯进行了干预开始在叙土边境附近进行轰炸经常侵犯土耳其领空这一切都改变了在2015年11月24日一架土耳其的F16击落了短暂掠过土耳其领空的俄罗斯苏24轰炸机2016年夏天土耳其总统埃尔多安对此事件表示遗憾后土俄关系缓和2016年7月15日土耳其发生未遂政变后俄罗斯总统普京成为第一位声援埃尔多安政府的外国领导人接下来的一个月土耳其在叙利亚西北部发起了幼发拉底河盾牌行动清理了伊斯兰国武装分子占领的大片边境地区只有得到俄罗斯的同意战斗才可能进行2020年2月27日在叙利亚西北部伊德利卜省一支土耳其军队遭到叙利亚空军的致命空袭至少34名土耳其士兵被杀作为报复土耳其发动了春季盾牌行动并使用无人机和战斗机摧毁了叙利亚地面部队俄罗斯没有采取任何措施阻止土耳其的报复土耳其也没有针对俄罗斯军队文章认为俄罗斯空军可能会阻止或阻碍土耳其空军在叙利亚的行动无论是否与叙利亚空军联合巡逻如果它愿意的话美国空军的F22战斗机美国对叙利亚的第一次空袭是在2014年9月美国战机可以有效地威慑或在必要时击落叙利亚空军的战机但对俄罗斯并非如此它挑战着美国在叙利亚上空的存在尽管开启了一条沟通渠道以消除俄美双方在叙利亚的行动冲突但美俄飞机之间发生了几次危险的近距离遭遇引发了人们对美俄空中冲突的担忧在2017年6月苏22被击落后俄罗斯警告美国幼发拉底河是俄美双方商定的解除冲突线在接下来的几个月里俄罗斯战机在美国飞机附近进行了几次更危险的演习自那以后此类事件就比较少见但有可能会再次成为常见事件尤其是如果俄罗斯与美国在乌克兰问题上关系恶化这些事件表明美国会毫不犹豫地击落威胁在叙利亚东北部的美军或盟军的叙利亚空军的飞机然而如果叙利亚飞机与俄罗斯飞机执行联合任务情况就可能不同这可能是俄罗斯帮助叙利亚逐步重新控制其东部空域的努力的一部分在这种情况下美国可能不得不三思而后行以避免与俄罗斯发生冲突的风险作者微胖版权稿件未经许可禁止转载文章内容系作者观点不代表本报立场
军事,据印度欧亚时报网站2022年2月11日报道在今年的印度共和国日阅兵式上印军士兵们穿着崭新的制服手持最新式的SiG716步枪而头顶上的阿帕奇直升机装备着标志性的雷达呼啸而过文章称在安达曼群岛的某个地方罗密欧直升机和P8I反潜机在协同飞行而在冰冷的喜马拉雅山高地上印度陆军在4570米的高海拔地区用ANTPQ37火力发现者火炮侦察雷达监视着巴基斯坦方向的开火情况配备SIG716步枪的印度士兵文章指出所有这些武器装备都有一个共同点都是美国制造的美国现在已经成为仅次于俄罗斯的印度第二大武器系统供应商印度现在越来越指望美国来保护自己文章称2010年至2020年间印度从美国购买了价值约250亿美元的武器2022年的武器采购清单上还有很多拜登政府最近向美国国会通报了可能向印度出售超过25亿美元武器的意向文章指出印度现在对购买美国武器装备采取了三管齐下的策略首先是质量重于数量美国可以提供比世界上其他地方技术含量更高的硬件但这样成本就很高这意味着与过去印度在寻求从美国获得武器时依赖数量庞大价格低廉的武器不同现在更追求质量其目标是拥有用于特定用途的武器系统并具有印度对手难以对抗的技术能力美印联合演习画面用于特种作战的30架MQ9无人机价值30亿美元和C130J超级大力神运输机只是其中的两个例子它们都是同类产品中最好的而且都是限量购买的印度的长期目标是将这些设备与国产设备相兼容以便大量制造和购买从美国购买武器的第二个方面是确保备件供应和作战可用性一位参与该过程的资深人士私下对印媒说印度的问题不是硬件问题我们拥有先进的军事装备但它们在实际作战中的可用性尤其是采购自俄罗斯的装备并无法得到确切的保证虽然美国的现役装备成本要高得多但其作战准备和备件可用性意味着在短时间内实时部署的可靠性要高得多在印度同时面对巴基斯坦和中国时可操作性是很关键的第三个维度是技术层面印度正在寻找让其军队从美国已经在阿富汗伊拉克和其他地方的战争中使用过的系统中获得优势印媒宣称像P8I反潜机这样的系统很重要中国非常清楚它是反潜飞机中最好的一种同样M777轻型榴弹炮在复杂地形中也有存在感印第安纳大学杰出政治学教授SumitGanguly在接受欧亚时报采访时说他曾就印美防务关系撰写过大量文章印度获得的大部分美国武器都属于能提供高技术能力的范畴质量和技术生态系统相结合为印度提供了战斗优势印度从美国采购MQ9收割者无人机文章称总的来说印美防务关系仍然是事务性的而不是战略性的在两国对共同的未来达成战略共识之前印度在国际关系中的高度自主以及采购俄罗斯S400导弹防御系统等问题仍将是一个棘手的问题已退休的印军高官RKSharma总结道过去20年来发展起来的印美防务关系为满足印度的关键防务需求做出了重大贡献现在我们尤其需要能够融入印度制造计划的武器系统换言之这种关系需要的是超越交易它需要更多的联合武器开发项目印美没有一个类似的布拉莫斯导弹联合开发项目可以向第三国出口因此这种关系仍在持续建立中作者宁浦版权稿件未经许可禁止转载文章内容系作者观点不代表本报立场
军事,原标题乌克兰总统不点名批评美国大错特错文观察者网刘程辉美国政客和媒体连帙累牍炒作战争情绪有关人员撤离的消息近日也屡见报端当地时间14日乌克兰总统泽连斯基与到访的德国总理朔尔茨举行联合记者会泽连斯基在讲话中称一些国家西迁使馆人员的做法是个巨大的错误他还提到现在是国家的关键时刻他希望那些离境的乌克兰商人寡头和政客能在24小时内回国他不忘强调目前自己和家人仍在首都基辅值得注意的是就在泽连斯基发表讲话前一天13日乌媒体爆料称当天共有20架包机从基辅机场起飞出境这样的场景还是近6年来头一回泽连斯基14日与到访的德国总理朔尔茨举行记者会现场综合俄罗斯卫星通讯社乌克兰真理报14日消息泽连斯基在记者会上表示他认为对于那些前往国外的不同党派的代表必须从国家层面向他们发出信号我个人希望他们在能在24小时内返回国家他们应该回来泽连斯基同样指出政府不会影响企业的商业决策商人寡头应该尽快回国回到企业和员工的身边他提到自己注意到了有关商人包机出逃的消息但这意味着乌克兰是一个富裕的国家而且这些飞机是空载并没有把东西运出乌克兰2月14日美国将关闭位于乌克兰首都基辅的大使馆并将相关业务和剩余外交人员迁往该国西部城市利沃夫此前加拿大荷兰澳大利亚等国也采取了同样的做法泽连斯基在讲话中称一些国家将使馆人员撤往乌克兰西部的做法是一个巨大的错误因为乌克兰是一个整体是不可分割的一旦发生点什么任何地方都无法幸免塔斯社商业大亨和外交人员离开乌克兰是个巨大的错误他在讲话中特别强调自己和家人仍然守在基辅我的家人总是和我在一起总是和乌克兰在一起这不是什么可悲的事我是总统而我的妻子还是这个国家的第一夫人她必须为这个国家的其他家庭树立典范泽连斯基说当天泽连斯基还在社交媒体上发布视频讲话他称我要对全体已经或计划在不久后离开这个国家的国家代表公务员各级人民代表说乌克兰人民不仅委托你们治理国家还要你们保卫它在这样的情况下你们应责无旁贷地和我们在一起我现在请你们在24小时内返回祖国与乌克兰军队和人民并肩作战连月来美国为首的西方媒体和政客不顾俄罗斯方面的表态反复渲染战争情绪乌克兰国内恐慌情绪正不断蔓延泽连斯基上月末曾向媒体透露由于信息空间散布着各种乌克兰与俄罗斯可能开战的消息这种情况已导致将近125亿美元资金从乌克兰撤出乌克兰真理报13日爆料当天有20架包机飞离基辅6年来首见据乌克兰真理报13日最新爆料随着俄乌紧张局势加剧乌克兰政客及最富有的一批人正集体逃离乌克兰仅13日当天就有约20架包机私人飞机离开基辅这样的场景还是近6年来头一回报道称13日离开基辅的飞机包括乌克兰首富里纳特阿克梅托夫乌第二富豪维克托平丘克已于1月30日离开了乌克兰除了商人一些乌克兰议员也在抓紧出逃报道援引消息人士话称有反对党议员联合商人伊戈尔阿布拉莫维奇预订了一架可搭载50人的私人飞机计划赶往维也纳不过一些被提到的出逃者也否认了相关说法比如一位名叫安德烈斯塔夫尼采的商人13日飞离乌克兰但他表示自己只是去出差将在数天后回国目前各方围绕乌克兰局势的斡旋工作仍在继续纽约时报14日称朔尔茨与泽连斯基的会晤比预想的时间要长朔尔茨称德国将继续对乌克兰进行财政支持鼓励德企在乌投资但他再次排除了向乌克兰提供武器的选项在结束对乌克兰的访问后朔尔茨将在15日上午动身前往俄罗斯与普京举行会谈14日美国国务卿布林肯与乌克兰外交部长库列巴举行电话会谈布林肯称努力支持降级是美国刻不容缓的优先事项另据俄罗斯卫星通讯社15日报道俄总统新闻秘书佩斯科夫表示普京愿意就乌克兰周边局势和安全保证问题进行谈判佩斯科夫提到乌克兰只是问题的一部分这是对俄罗斯更严肃的安全保证问题的一部分当然普京总统愿意进行谈判本文系观察者网独家稿件未经授权不得转载
军事,据台湾中时新闻网报道台防务部门参谋本部通资电军也就是台军网络战联队其中南区指挥指管防护中队一名林姓士官长涉嫌在担任代理主官期间承办房屋装修及各项零件采购业务时3年间要求厂商浮报价格并索取回扣28万余元新台币下同一审涉触犯14起贪污罪遭判7年2月林姓士官长不服上诉高雄高分院仍维持一审判罚台军网络战联队台媒援引判决书称林姓士官长自2016年7月1日起至2020年4月15日止担任台防务部门参谋本部资通电军指挥部网络战联队指挥防护大队南区指管防护中队机修支持队高雄机动分队士官长副分队长并代理该分队之分队长职务综合管理高雄机动分队全般事务及负责规划执行该分队辖内军用通讯设备维护工作根据调查林姓士官长趁着办理部队小额采购期间利用部队执行房屋检修工程房屋管理因具有采购需求权责便借机验收收取厂商回扣林姓士官长同时趁着采购UPS发电机等电器用品要求厂商浮报价格甚至在2019年1月间某日向厂商索取回扣厂商不愿得罪林姓士官长只好答应并使用手机LINE软件传扣除税金只有1万可以给你讯息给林同意林从中抽取1万元回扣接着在次日于公司门口将1万元之回扣交付予林姓士官长根据调查林姓士官长前后共收贿14次每次金额5千到3万5千元不等共得29万8千元一审期间根据一罪一罚总计涉案14件分处2年8月至3年不等徒刑并执行7年2月有期徒刑但林姓士官长不服判决上诉至高雄高分院但又撤回2件但高雄高分院审理后维持一审判决执行7年2月有期徒刑
军事,加拿大总理特鲁多当地时间2月14日宣布将向乌克兰提供5亿加元贷款并同意向乌克兰运送价值780万加元的致命性装备和弹药总台记者张森
军事,环球时报综合报道借口应对中国潜艇渗透印度洋印度海军去年推出雄心勃勃的潜艇舰队全面更新计划准备通过与国外合作伙伴携手建造6艘先进常规潜艇并同步掌握世界顶尖水平的潜艇技术然而这个计划刚起步就遭到重创近日俄罗斯和德国都已经相继退出新潜艇项目的竞标韩国方面也表示对于印度方面的条件感到担忧据介绍从20世纪末开始为替换日益陈旧的水下舰队印度开始了雄心勃勃的潜艇更新计划尽管几经拖延但目前印度已获得法国的技术转让建造6艘鲉鱼级常规潜艇2021年7月20日印度国防部提出继续在印度建造6艘先进常规潜艇的75I项目P75I征求建议书并要求这些先进常规潜艇安装空气独立推进系统AIP印度方面向日本德国法国西班牙韩国与俄罗斯发出了邀请但印度经济时报14日称俄罗斯国防产品出口公司发言人表示俄方此前确认有兴趣参与该项目并建议采用基于677E阿穆尔型潜艇项目设计的平台然而在收到并研究了印度招标书最后敲定的条款和条件后俄方出于技术原因决定不参加投标不过俄方表示印度海军长期以来都是俄罗斯潜艇的忠实用户为加强印度潜艇舰队俄罗斯愿意继续提供俄制潜艇的维护和升级服务报道称印度雄心勃勃的潜艇更新计划已经接连遭遇重创此前日本明确表示退出该项目德国方面也已致信印度政府称由于责任条款和预算分配不足等技术原因他们无法参加竞标不过德国方面表示如果投标要求有所改变仍可以参加另一个竞争者韩国也对印度提出的技术转让条件感到担忧报道称印度方面在项目技术文件中要求必须采用AIP系统的条件将大多数外国合作者排除在该项目之外如今还有明确意愿参与75I项目的仅有法国和西班牙外界普遍认为法国中标的可能性很高自从澳大利亚取消了采购12艘法国短鳍梭鱼常规潜艇项目后印度方面就对这种由核潜艇改造而来的先进常规潜艇充满兴趣法国也有意通过对印度出口潜艇保持在印太地区的影响力但印度时报称按照现有计划未来十年里印度海军只能得到3艘新潜艇却要淘汰至少4艘老式潜艇根据印度军购一贯的拖延症光是签订合同就需要多年时间而且建造一艘新潜艇也还需要6年即使是最乐观的评估首艘新潜艇也不可能在2020年代末之前交付晨阳
军事,环球时报综合报道据美国空军时报13日报道美军派出最先进的F22隐形战斗机抵达阿联酋达夫拉空军基地这是美国对也门胡塞武装最近向阿联酋发动导弹袭击的针对性反应报道称根据美国空军发布的声明今年1月阿联酋遭遇也门胡塞武装多次袭击后美国防长奥斯汀决定派出F22进行这次部署以示美国对海湾传统盟友的支持美联社称美国空军以作战安全为由拒绝透露本次部署的F22战斗机数量但美国空军发布的照片上至少出现了6架F22战斗机美国空军第九航空队司令格雷格吉洛特表示F22战斗机强大的空中协同作战能力非常适合于当前的中东局势相对于号称全球最先进的F22隐形战斗机胡塞武装仅有简陋的防空武器但美军并不认为这次动用F22是牛刀杀鸡今年1月胡塞武装对驻有美军的达夫拉空军基地发动导弹袭击美方启动反导系统进行拦截这是美军自伊拉克战争以来首次在实战中进行反导拦截行动美国国会山报称奥斯汀曾透露美国将采取一系列行动支持阿联酋除了部署F22以外还将向阿联酋派出其他战斗机和科尔号导弹驱逐舰陈山
军事,2月13日在加美边境被反对防疫限制措施示威者封堵多日的一些口岸加拿大警方采取了执法行动其中作为加美之间重要物流通道之一的大使桥口岸在深夜重新开放占据首都渥太华核心区域已17天的示威者们则与市政府初步达成妥协加拿大总理特鲁多接连两天召集紧急事件应对小组会议商讨如何终结示威者的封堵和占据行动他表示加政府将继续努力抓紧解决此事以保护就业公共安全社区和经济加联邦应急准备部长布莱尔13日接受不同电视媒体采访时均证实联邦政府已讨论过动用紧急状态法应对首都持续大规模示威活动的可能性加政府过去从未实际动用过该法律布莱尔也不排除军队以某种方式介入这是加内阁高官首度作出类似表态他同时对渥太华警方应对不足表示费解在此之前加总理特鲁多一直公开否认出动军队的可能性在渥太华示威组织者稍有让步同意将堵塞在市中心居民区的卡车移走将抗议活动集中到国会大厦前的惠灵顿街市长万晋思JimWatson表示移走大部分卡车需时数天但即便如此也难以终结示威示威者及其车队在首都的持续抗议已经历三个周末不少当地民众的不满情绪日增一批当地民众13日举行游行表达对示威车队的反对当地法院近日应民众诉求颁令禁止车辆鸣笛但仍有示威者并不理会由于示威者甚众当地警方虽已拘捕数十人并展开逾百项刑事调查但仍承认执法能力有限加拿大军方特种作战部队司令部13日表示已获悉有2名原该机构人员参与了在渥太华的示威该司令部表示这违背了加军方的价值观和道德规范相关调查已经启动在连接加拿大安大略省温莎市与美国底特律的大使桥继前一天的与示威者的拉锯战后警方13日再度列队清场并对所剩不多的示威者强化了执法行动有二三十名示威者被拘捕在这个繁忙口岸持续一周的封堵宣告终结温莎市长迪尔肯斯表示国家经济危机已解除加美之间日均大约四分之一价值逾3亿加元的货物要从大使桥上通过此前安大略省省长福特在11日宣布紧急状态令规定封堵和阻碍边境口岸等重要基础设施是非法行为该省高等法院一名法官亦颁令禁止示威者继续封堵大使桥口岸但示威活动仍在全国多地持续在阿尔伯塔省的考茨Coutts和曼尼托巴省的埃默森Emerson两处加美边境口岸示威封堵还在继续在不列颠哥伦比亚省素里Surrey的过境口岸警方拘捕了数名示威者在安大略省有示威车队前往尼亚加拉大瀑布附近的和平桥口岸一带表达抗议但尚未导致过境点关闭自1月底以来来自加拿大全国各地的卡车司机和其他人士组成的大批示威人士在首都渥太华及全国多地陆续展开大规模持续集会示威反对加政府推行的新冠疫苗强制接种等公共防疫措施来源中国新闻网
军事,叙利亚通讯社当地时间15日援引军方消息称当天早晨约7时25分一辆军用巴士在叙利亚首都大马士革海关大楼附近爆炸致一名士兵死亡十一名士兵受伤据悉爆炸由事先被安装在巴士下方的炸弹所引发目前尚未有组织宣称负责更多具体消息等待进一步更新总台记者倪紫慧
军事,环球网报道记者林泽宇美国新闻网站BuzzFeed日文版14日刊载文章称美国得克萨斯州曼哈顿计划啤酒公司的产品名称基本上与第二次世界大战时期的原子弹有关这一事实受到日本网络的关注并引发争议BuzzFeed文章标题截图曼哈顿计划即美国军方于1942年启动的原子弹研制计划BuzzFeed在报道中写道该公司很多啤酒产品的名称都与第二次世界大战时期的原子弹有关例如HOPPENHEIMER源自领导曼哈顿计划的美国原子弹之父罗伯特奥本海默PLUTONIUM钚239为轰炸日本长崎原子弹使用的核物质NECESSARYEVIL必要之恶则是为在长崎投下原子弹的艾诺拉盖号轰炸机伴飞的摄影飞机的名称还有些啤酒产品的标识看起来源自轰炸长崎的原子弹代号胖子和轰炸广岛原子弹的代号小男孩文章称有些啤酒产品的标识看起来源自轰炸长崎的原子弹代号胖子和轰炸广岛原子弹的代号小男孩BuzzFeed称该公司的啤酒因品质上佳而拥有不俗口碑不过文章也提到该公司和其产品名称被传到日本网络上后引发了日本网民太过分了不能允许等批评文章写道该公司的网站上没有对产品名称的含义进行详细说明而对于起名叫曼哈顿计划啤酒公司的原因该公司官网上声称在制作啤酒时我们需要创造性合作性实验性和科学性曼哈顿计划啤酒公司网站截图
